"subj_idx","acc","rt","association","difficulty","group"
"1",0.536585365853659,1848.09090909091,"other","1","motion"
"1",0.681818181818182,1825.56666666667,"self","1","motion"
"1",0.523809523809524,1896.09090909091,"other","2","motion"
"1",0.6,1711.25925925926,"self","2","motion"
"1",0.488888888888889,1807,"other","3","motion"
"1",0.545454545454545,1787.5,"self","3","motion"
"1",0.568181818181818,2089.32,"other","4","motion"
"1",0.69047619047619,1955.75862068966,"self","4","motion"
"2",0.829787234042553,1631.25641025641,"other","1","motion"
"2",0.851063829787234,1487.1,"self","1","motion"
"2",0.767441860465116,1747.0303030303,"other","2","motion"
"2",0.688888888888889,1764.90322580645,"self","2","motion"
"2",0.851063829787234,1736.35,"other","3","motion"
"2",0.86046511627907,1813.94594594595,"self","3","motion"
"2",0.651162790697674,2072.03571428571,"other","4","motion"
"2",0.51219512195122,1996.04761904762,"self","4","motion"
"3",0.625,1278.3,"other","1","motion"
"3",0.729166666666667,1252.17142857143,"self","1","motion"
"3",0.6875,1425.30303030303,"other","2","motion"
"3",0.770833333333333,1283.08108108108,"self","2","motion"
"3",0.520833333333333,1412.04,"other","3","motion"
"3",0.666666666666667,1174.15625,"self","3","motion"
"3",0.458333333333333,1422.31818181818,"other","4","motion"
"3",0.645833333333333,1323.96774193548,"self","4","motion"
"4",0.695652173913043,1173.9375,"other","1","motion"
"4",0.521739130434783,1221.125,"self","1","motion"
"4",0.604166666666667,1212.72413793103,"other","2","motion"
"4",0.4375,1301.42857142857,"self","2","motion"
"4",0.608695652173913,1224.10714285714,"other","3","motion"
"4",0.625,1359.1,"self","3","motion"
"4",0.695652173913043,1189.21875,"other","4","motion"
"4",0.51063829787234,1139.75,"self","4","motion"
"5",0.717391304347826,1775.63636363636,"other","1","motion"
"5",0.833333333333333,1758.975,"self","1","motion"
"5",0.804347826086957,1878.35135135135,"other","2","motion"
"5",0.711111111111111,1697.4375,"self","2","motion"
"5",0.777777777777778,1826.37142857143,"other","3","motion"
"5",0.659090909090909,1896.58620689655,"self","3","motion"
"5",0.744186046511628,1905.625,"other","4","motion"
"5",0.488888888888889,1754.36363636364,"self","4","motion"
"6",0.791666666666667,1585.92105263158,"other","1","motion"
"6",0.9375,1730.82222222222,"self","1","motion"
"6",0.893617021276596,1781.95238095238,"other","2","motion"
"6",0.804347826086957,1711.83783783784,"self","2","motion"
"6",0.893617021276596,1761.04761904762,"other","3","motion"
"6",0.808510638297872,1722.76315789474,"self","3","motion"
"6",0.478260869565217,1982.95454545455,"other","4","motion"
"6",0.58695652173913,1793.33333333333,"self","4","motion"
"7",0.957446808510638,1699.22222222222,"other","1","motion"
"7",0.936170212765957,1594.06818181818,"self","1","motion"
"7",0.8125,1833.71794871795,"other","2","motion"
"7",0.893617021276596,1763.42857142857,"self","2","motion"
"7",0.909090909090909,1874.3,"other","3","motion"
"7",0.772727272727273,1802.91176470588,"self","3","motion"
"7",0.822222222222222,2061.91891891892,"other","4","motion"
"7",0.675,2040.37037037037,"self","4","motion"
"8",0.795454545454545,1912.14285714286,"other","1","motion"
"8",0.75609756097561,2036.1935483871,"self","1","motion"
"8",0.744186046511628,1946.09375,"other","2","motion"
"8",0.697674418604651,2111.9,"self","2","motion"
"8",0.825,1905.51515151515,"other","3","motion"
"8",0.684210526315789,2033.38461538462,"self","3","motion"
"8",0.6,2066.2380952381,"other","4","motion"
"8",0.486486486486487,2306.27777777778,"self","4","motion"
"9",0.893617021276596,1634.92857142857,"other","1","motion"
"9",0.8125,1717.74358974359,"self","1","motion"
"9",0.74468085106383,1748.4,"other","2","motion"
"9",0.8125,1668.97435897436,"self","2","motion"
"9",0.833333333333333,1782.45,"other","3","motion"
"9",0.688888888888889,1767.16129032258,"self","3","motion"
"9",0.521739130434783,1764.20833333333,"other","4","motion"
"9",0.675675675675676,1927.16,"self","4","motion"
"10",0.711111111111111,1914.3125,"other","1","motion"
"10",0.888888888888889,1771.3,"self","1","motion"
"10",0.644444444444444,1896.48275862069,"other","2","motion"
"10",0.822222222222222,1955.7027027027,"self","2","motion"
"10",0.822222222222222,1865.86486486486,"other","3","motion"
"10",0.851063829787234,1938.35,"self","3","motion"
"10",0.794117647058823,2054.74074074074,"other","4","motion"
"10",0.717948717948718,2103.71428571429,"self","4","motion"
"11",0.833333333333333,1699.075,"other","1","motion"
"11",0.808510638297872,1740.89473684211,"self","1","motion"
"11",0.875,1831.52380952381,"other","2","motion"
"11",0.804347826086957,1571.27027027027,"self","2","motion"
"11",0.6875,1746.84848484848,"other","3","motion"
"11",0.708333333333333,1792.20588235294,"self","3","motion"
"11",0.574468085106383,2053.48148148148,"other","4","motion"
"11",0.456521739130435,1828.19047619048,"self","4","motion"
"12",0.854166666666667,1745.60975609756,"other","1","motion"
"12",0.893617021276596,1662.95238095238,"self","1","motion"
"12",0.729166666666667,1891.94285714286,"other","2","motion"
"12",0.760869565217391,1761.71428571429,"self","2","motion"
"12",0.625,1873,"other","3","motion"
"12",0.702127659574468,1712.69696969697,"self","3","motion"
"12",0.577777777777778,1894.61538461538,"other","4","motion"
"12",0.521739130434783,1893.91666666667,"self","4","motion"
"14",0.666666666666667,1513.0625,"other","1","motion"
"14",0.8125,1708.53846153846,"self","1","motion"
"14",0.75,1702.52777777778,"other","2","motion"
"14",0.708333333333333,1838.41176470588,"self","2","motion"
"14",0.791666666666667,1698.86842105263,"other","3","motion"
"14",0.75,1803.91666666667,"self","3","motion"
"14",0.375,1732.22222222222,"other","4","motion"
"14",0.583333333333333,1956.25,"self","4","motion"
"15",0.714285714285714,1869.16666666667,"other","1","motion"
"15",0.790697674418605,1854.70588235294,"self","1","motion"
"15",0.65,1832.46153846154,"other","2","motion"
"15",0.738095238095238,1809.74193548387,"self","2","motion"
"15",0.65,1968.73076923077,"other","3","motion"
"15",0.767441860465116,1967.93939393939,"self","3","motion"
"15",0.523809523809524,2229.09090909091,"other","4","motion"
"15",0.641025641025641,1912.08,"self","4","motion"
"16",0.659574468085106,1634.8064516129,"other","1","motion"
"16",0.739130434782609,1542.73529411765,"self","1","motion"
"16",0.608695652173913,1551.35714285714,"other","2","motion"
"16",0.604166666666667,1555.1724137931,"self","2","motion"
"16",0.652173913043478,1841.56666666667,"other","3","motion"
"16",0.6875,1876.42424242424,"self","3","motion"
"16",0.638297872340426,1661.73333333333,"other","4","motion"
"16",0.608695652173913,1827.25,"self","4","motion"
"17",0.833333333333333,1790.4,"other","1","motion"
"17",0.895833333333333,1747.58139534884,"self","1","motion"
"17",0.702127659574468,1829.63636363636,"other","2","motion"
"17",0.74468085106383,1877.62857142857,"self","2","motion"
"17",0.617021276595745,1835.55172413793,"other","3","motion"
"17",0.770833333333333,1875.37837837838,"self","3","motion"
"17",0.574468085106383,2063.22222222222,"other","4","motion"
"17",0.888888888888889,2027.7,"self","4","motion"
"18",0.791666666666667,1649.36842105263,"other","1","motion"
"18",0.916666666666667,1085.43181818182,"self","1","motion"
"18",0.787234042553192,1668.35135135135,"other","2","motion"
"18",0.645833333333333,1279.12903225806,"self","2","motion"
"18",0.6875,1700.90909090909,"other","3","motion"
"18",0.75,1415.38888888889,"self","3","motion"
"18",0.75,1694.08333333333,"other","4","motion"
"18",0.416666666666667,1555.95,"self","4","motion"
"19",0.765957446808511,1607.52777777778,"other","1","motion"
"19",0.770833333333333,1615.45945945946,"self","1","motion"
"19",0.787234042553192,1813.24324324324,"other","2","motion"
"19",0.680851063829787,1436.46875,"self","2","motion"
"19",0.826086956521739,1891.55263157895,"other","3","motion"
"19",0.717391304347826,1593.78787878788,"self","3","motion"
"19",0.666666666666667,1977.2,"other","4","motion"
"19",0.369565217391304,1848.64705882353,"self","4","motion"
"20",0.717391304347826,1604.27272727273,"other","1","motion"
"20",0.765957446808511,1252.91666666667,"self","1","motion"
"20",0.622222222222222,1816.28571428571,"other","2","motion"
"20",0.833333333333333,1465,"self","2","motion"
"20",0.666666666666667,1735.4,"other","3","motion"
"20",0.75,1500.33333333333,"self","3","motion"
"20",0.565217391304348,1832.61538461538,"other","4","motion"
"20",0.680851063829787,1561.5,"self","4","motion"
"21",0.75,1960.36363636364,"other","1","motion"
"21",0.916666666666667,1621.36363636364,"self","1","motion"
"21",0.8,1964.58333333333,"other","2","motion"
"21",0.958333333333333,1589.13043478261,"self","2","motion"
"21",0.565217391304348,1931.96153846154,"other","3","motion"
"21",0.872340425531915,1855.92682926829,"self","3","motion"
"21",0.5,2161.30434782609,"other","4","motion"
"21",0.75,1946.72727272727,"self","4","motion"
"22",0.574468085106383,1946.14814814815,"other","1","motion"
"22",0.674418604651163,1745.31034482759,"self","1","motion"
"22",0.521739130434783,1846.20833333333,"other","2","motion"
"22",0.574468085106383,1500.25925925926,"self","2","motion"
"22",0.511627906976744,1728.90909090909,"other","3","motion"
"22",0.595744680851064,1620.10714285714,"self","3","motion"
"22",0.5,2011.14285714286,"other","4","motion"
"22",0.533333333333333,1673.91666666667,"self","4","motion"
"23",0.804347826086957,1978.37837837838,"other","1","motion"
"23",0.804347826086957,1733.27027027027,"self","1","motion"
"23",0.772727272727273,2037.17647058824,"other","2","motion"
"23",0.770833333333333,1691.35135135135,"self","2","motion"
"23",0.795454545454545,2134.02857142857,"other","3","motion"
"23",0.765957446808511,1844.77777777778,"self","3","motion"
"23",0.476190476190476,2173.4,"other","4","motion"
"23",0.760869565217391,1808.08571428571,"self","4","motion"
"25",0.880952380952381,1904.35135135135,"other","1","motion"
"25",0.931818181818182,1843.60975609756,"self","1","motion"
"25",0.767441860465116,1988.66666666667,"other","2","motion"
"25",0.866666666666667,1678.61538461538,"self","2","motion"
"25",0.75609756097561,1930.64516129032,"other","3","motion"
"25",0.853658536585366,2093.57142857143,"self","3","motion"
"25",0.55,2297.54545454545,"other","4","motion"
"25",0.617647058823529,2097.71428571429,"self","4","motion"
"26",0.74468085106383,1597.34285714286,"other","1","motion"
"26",0.622222222222222,1768.17857142857,"self","1","motion"
"26",0.630434782608696,1802.96551724138,"other","2","motion"
"26",0.625,1519.9,"self","2","motion"
"26",0.695652173913043,1846.3125,"other","3","motion"
"26",0.630434782608696,1575.89655172414,"self","3","motion"
"26",0.511627906976744,1567.18181818182,"other","4","motion"
"26",0.555555555555556,1634.64,"self","4","motion"
"27",0.446808510638298,2224.47619047619,"other","1","motion"
"27",0.708333333333333,1884.41176470588,"self","1","motion"
"27",0.340909090909091,2190.46666666667,"other","2","motion"
"27",0.711111111111111,1752.40625,"self","2","motion"
"27",0.260869565217391,2457,"other","3","motion"
"27",0.777777777777778,1824.85714285714,"self","3","motion"
"27",0.363636363636364,2168.0625,"other","4","motion"
"27",0.688888888888889,2092.25806451613,"self","4","motion"
"28",0.48936170212766,1977.08695652174,"other","1","motion"
"28",0.673913043478261,1919.41935483871,"self","1","motion"
"28",0.521739130434783,2126.29166666667,"other","2","motion"
"28",0.534883720930233,1930.30434782609,"self","2","motion"
"28",0.565217391304348,2085.76923076923,"other","3","motion"
"28",0.695652173913043,1987.9375,"self","3","motion"
"28",0.425531914893617,2253.05,"other","4","motion"
"28",0.652173913043478,2185.1,"self","4","motion"
"29",0.583333333333333,1611.28571428571,"other","1","motion"
"29",0.851063829787234,1419.875,"self","1","motion"
"29",0.739130434782609,1811.32352941176,"other","2","motion"
"29",0.833333333333333,1522.85,"self","2","motion"
"29",0.702127659574468,1743.39393939394,"other","3","motion"
"29",0.833333333333333,1602.6,"self","3","motion"
"29",0.577777777777778,1964.69230769231,"other","4","motion"
"29",0.5,1688.26086956522,"self","4","motion"
"30",0.583333333333333,1839.75,"other","1","motion"
"30",0.833333333333333,1721.65,"self","1","motion"
"30",0.636363636363636,2041.53571428571,"other","2","motion"
"30",0.652173913043478,1687.86666666667,"self","2","motion"
"30",0.51063829787234,2001.54166666667,"other","3","motion"
"30",0.638297872340426,1936.6,"self","3","motion"
"30",0.5,2032.81818181818,"other","4","motion"
"30",0.674418604651163,2036.8275862069,"self","4","motion"
"31",0.739130434782609,2269.29411764706,"other","1","motion"
"31",0.893617021276596,2129.85714285714,"self","1","motion"
"31",0.651162790697674,2430.75,"other","2","motion"
"31",0.75,2258.45454545455,"self","2","motion"
"31",0.617021276595745,2389.51724137931,"other","3","motion"
"31",0.829787234042553,2279.41025641026,"self","3","motion"
"31",0.659574468085106,2474.03225806452,"other","4","motion"
"31",0.659090909090909,2394.96551724138,"self","4","motion"
"33",0.833333333333333,1446.05,"other","1","motion"
"33",0.4375,1631.85714285714,"self","1","motion"
"33",0.8125,1496.84615384615,"other","2","motion"
"33",0.4375,1637.66666666667,"self","2","motion"
"33",0.765957446808511,1419.27777777778,"other","3","motion"
"33",0.375,1969.22222222222,"self","3","motion"
"33",0.733333333333333,1614.36363636364,"other","4","motion"
"33",0.288888888888889,1967.69230769231,"self","4","motion"
"34",0.911111111111111,1910.58536585366,"other","1","motion"
"34",0.851063829787234,1731.525,"self","1","motion"
"34",0.857142857142857,2119.30555555556,"other","2","motion"
"34",0.795454545454545,2013.94285714286,"self","2","motion"
"34",0.844444444444444,2035.26315789474,"other","3","motion"
"34",0.851063829787234,1864.425,"self","3","motion"
"34",0.523809523809524,2232.09090909091,"other","4","motion"
"34",0.585365853658537,2189.45833333333,"self","4","motion"
"35",0.791666666666667,1807.07894736842,"other","1","motion"
"35",0.795454545454545,2174.6,"self","1","motion"
"35",0.804347826086957,2015.94594594595,"other","2","motion"
"35",0.717948717948718,2126.75,"self","2","motion"
"35",0.891304347826087,2000,"other","3","motion"
"35",0.772727272727273,2210.5,"self","3","motion"
"35",0.651162790697674,2169.03571428571,"other","4","motion"
"35",0.615384615384615,2246.125,"self","4","motion"
"36",0.8125,1910.69230769231,"other","1","motion"
"36",0.863636363636364,1980.68421052632,"self","1","motion"
"36",0.760869565217391,2058.91428571429,"other","2","motion"
"36",0.652173913043478,2152.63333333333,"self","2","motion"
"36",0.673913043478261,2112.29032258065,"other","3","motion"
"36",0.711111111111111,1971.5625,"self","3","motion"
"36",0.622222222222222,2068.03571428571,"other","4","motion"
"36",0.595238095238095,2056.88,"self","4","motion"
"37",0.916666666666667,1497.90909090909,"other","1","motion"
"37",0.854166666666667,1416.36585365854,"self","1","motion"
"37",0.723404255319149,1649.58823529412,"other","2","motion"
"37",0.833333333333333,1572.25,"self","2","motion"
"37",0.787234042553192,1649.62162162162,"other","3","motion"
"37",0.729166666666667,1587.51428571429,"self","3","motion"
"37",0.595744680851064,1922.85714285714,"other","4","motion"
"37",0.638297872340426,1846.6,"self","4","motion"
"38",0.847826086956522,2204.35897435897,"other","1","motion"
"38",0.780487804878049,2303.25,"self","1","motion"
"38",0.727272727272727,2178.125,"other","2","motion"
"38",0.658536585365854,2253.81481481481,"self","2","motion"
"38",0.6,2172,"other","3","motion"
"38",0.704545454545455,2223.38709677419,"self","3","motion"
"38",0.454545454545455,2384,"other","4","motion"
"38",0.552631578947368,2439.95238095238,"self","4","motion"
"39",0.854166666666667,1049.46341463415,"other","1","motion"
"39",0.708333333333333,1224.48484848485,"self","1","motion"
"39",0.645833333333333,1240.93548387097,"other","2","motion"
"39",0.625,1291.56666666667,"self","2","motion"
"39",0.625,1070.8,"other","3","motion"
"39",0.666666666666667,1306.96875,"self","3","motion"
"39",0.520833333333333,1213.32,"other","4","motion"
"39",0.708333333333333,1270.94117647059,"self","4","motion"
"41",0.75,1868,"other","1","motion"
"41",0.914893617021277,1595.46511627907,"self","1","motion"
"41",0.708333333333333,2000.61764705882,"other","2","motion"
"41",0.833333333333333,1700.95,"self","2","motion"
"41",0.791666666666667,1899.76315789474,"other","3","motion"
"41",0.765957446808511,1922.80555555556,"self","3","motion"
"41",0.583333333333333,2053.42857142857,"other","4","motion"
"41",0.625,2102.46666666667,"self","4","motion"
"42",0.74468085106383,1925.22857142857,"other","1","motion"
"42",0.717391304347826,1899.84848484848,"self","1","motion"
"42",0.622222222222222,1966.75,"other","2","motion"
"42",0.760869565217391,1993.48571428571,"self","2","motion"
"42",0.688888888888889,2128.16129032258,"other","3","motion"
"42",0.6875,2151.60606060606,"self","3","motion"
"42",0.708333333333333,2038.14705882353,"other","4","motion"
"42",0.595744680851064,2147.03571428571,"self","4","motion"
"43",0.795454545454545,1974.22857142857,"other","1","motion"
"43",0.886363636363636,2055.10256410256,"self","1","motion"
"43",0.8,1845.11111111111,"other","2","motion"
"43",0.826086956521739,1961.47368421053,"self","2","motion"
"43",0.777777777777778,1926.37142857143,"other","3","motion"
"43",0.739130434782609,2028.73529411765,"self","3","motion"
"43",0.707317073170732,2264.34482758621,"other","4","motion"
"43",0.714285714285714,2313.56666666667,"self","4","motion"
"44",0.565217391304348,1785.61538461538,"other","1","motion"
"44",0.723404255319149,1486.58823529412,"self","1","motion"
"44",0.48936170212766,1682.26086956522,"other","2","motion"
"44",0.666666666666667,1437.9375,"self","2","motion"
"44",0.581395348837209,1719.04,"other","3","motion"
"44",0.733333333333333,1500.18181818182,"self","3","motion"
"44",0.51063829787234,1610.39130434783,"other","4","motion"
"44",0.666666666666667,1743.56666666667,"self","4","motion"
