"subj_idx","part","difficulty","association","rt","acc","group","task_type"
1,"RDK_color","easy","self",1063.03571428571,0.933333333333333,"motion","irrelevant"
1,"RDK_color","hard","other",1087.09090909091,0.6875,"motion","irrelevant"
1,"RDK_color","hard","self",1109.86363636364,0.709677419354839,"motion","irrelevant"
1,"RDK_motion","easy","other",1113.35294117647,0.548387096774194,"motion","relevant"
1,"RDK_motion","easy","self",988.533333333333,0.46875,"motion","relevant"
1,"RDK_motion","hard","other",1336.9375,0.551724137931034,"motion","relevant"
1,"RDK_motion","hard","self",1196,0.448275862068966,"motion","relevant"
1,"match_RDK","easy","other",1894.05714285714,0.603448275862069,"motion",NA
1,"match_RDK","easy","self",1472.4358974359,0.672413793103448,"motion",NA
1,"match_RDK","hard","other",1879.20689655172,0.483333333333333,"motion",NA
1,"match_RDK","hard","self",1710.4,0.636363636363636,"motion",NA
2,"RDK_color","easy","other",1317.36,0.78125,"motion","irrelevant"
2,"RDK_color","easy","self",1266.78260869565,0.71875,"motion","irrelevant"
2,"RDK_color","hard","other",1509.69230769231,0.8125,"motion","irrelevant"
2,"RDK_color","hard","self",1527.7,0.625,"motion","irrelevant"
2,"RDK_motion","easy","other",1322.14285714286,0.875,"motion","relevant"
2,"RDK_motion","easy","self",1296.19230769231,0.8125,"motion","relevant"
2,"RDK_motion","hard","other",1123.20833333333,0.75,"motion","relevant"
2,"RDK_motion","hard","self",1425.19047619048,0.65625,"motion","relevant"
2,"match_RDK","easy","other",1970.9387755102,0.875,"motion",NA
2,"match_RDK","easy","self",2211,0.785714285714286,"motion",NA
2,"match_RDK","hard","other",2246.77083333333,0.872727272727273,"motion",NA
2,"match_RDK","hard","self",2209.27777777778,0.692307692307692,"motion",NA
3,"RDK_color","easy","other",1256.5,0.903225806451613,"motion","irrelevant"
3,"RDK_color","easy","self",1384.96774193548,1,"motion","irrelevant"
3,"RDK_color","hard","other",1959.84615384615,0.8125,"motion","irrelevant"
3,"RDK_color","hard","self",1418.48148148148,0.84375,"motion","irrelevant"
3,"RDK_motion","easy","other",2089.88888888889,0.818181818181818,"motion","relevant"
3,"RDK_motion","easy","self",2546.71428571429,0.875,"motion","relevant"
3,"RDK_motion","hard","other",2265,1,"motion","relevant"
3,"RDK_motion","hard","self",2313,0.95,"motion","relevant"
3,"match_RDK","easy","other",2702.63157894737,0.95,"motion",NA
3,"match_RDK","easy","self",3183.2380952381,0.777777777777778,"motion",NA
3,"match_RDK","hard","other",2685.5,0.971428571428571,"motion",NA
3,"match_RDK","hard","self",3086.13333333333,0.714285714285714,"motion",NA
4,"RDK_color","easy","other",981.826086956522,0.71875,"motion","irrelevant"
4,"RDK_color","easy","self",915.703703703704,0.84375,"motion","irrelevant"
4,"RDK_color","hard","other",1117.33333333333,0.46875,"motion","irrelevant"
4,"RDK_color","hard","self",1000.32,0.78125,"motion","irrelevant"
4,"RDK_motion","easy","other",1931.45454545455,0.6875,"motion","relevant"
4,"RDK_motion","easy","self",1576.35714285714,0.875,"motion","relevant"
4,"RDK_motion","hard","other",2197.23076923077,0.481481481481481,"motion","relevant"
4,"RDK_motion","hard","self",1998.30769230769,0.838709677419355,"motion","relevant"
4,"match_RDK","easy","other",2209.1,0.666666666666667,"motion",NA
4,"match_RDK","easy","self",1971.03846153846,0.838709677419355,"motion",NA
4,"match_RDK","hard","other",2191.89189189189,0.649122807017544,"motion",NA
4,"match_RDK","hard","self",2094.94,0.819672131147541,"motion",NA
5,"RDK_color","easy","other",870.68,0.806451612903226,"motion","irrelevant"
5,"RDK_color","easy","self",942.178571428571,0.875,"motion","irrelevant"
5,"RDK_color","hard","other",950.44,0.78125,"motion","irrelevant"
5,"RDK_color","hard","self",1093.79166666667,0.774193548387097,"motion","irrelevant"
5,"RDK_motion","easy","other",1786.72727272727,0.709677419354839,"motion","relevant"
5,"RDK_motion","easy","self",1236.64,0.78125,"motion","relevant"
5,"RDK_motion","hard","other",1808.375,0.533333333333333,"motion","relevant"
5,"RDK_motion","hard","self",1455.03703703704,0.9,"motion","relevant"
5,"match_RDK","easy","other",2248.41463414634,0.745454545454545,"motion",NA
5,"match_RDK","easy","self",2239.09523809524,0.807692307692308,"motion",NA
5,"match_RDK","hard","other",2415.51351351351,0.672727272727273,"motion",NA
5,"match_RDK","hard","self",2384.71052631579,0.703703703703704,"motion",NA
6,"RDK_color","easy","other",1163.35714285714,0.875,"motion","irrelevant"
6,"RDK_color","easy","self",1294.8275862069,0.90625,"motion","irrelevant"
6,"RDK_color","hard","other",1330.32,0.78125,"motion","irrelevant"
6,"RDK_color","hard","self",1445.69565217391,0.71875,"motion","irrelevant"
6,"RDK_motion","easy","other",1300.04347826087,0.71875,"motion","relevant"
6,"RDK_motion","easy","self",1210.33333333333,0.84375,"motion","relevant"
6,"RDK_motion","hard","other",1473.11764705882,0.548387096774194,"motion","relevant"
6,"RDK_motion","hard","self",1468.13043478261,0.741935483870968,"motion","relevant"
6,"match_RDK","easy","other",1778.45098039216,0.796875,"motion",NA
6,"match_RDK","easy","self",1915.6976744186,0.671875,"motion",NA
6,"match_RDK","hard","other",1899.30434782609,0.754098360655738,"motion",NA
6,"match_RDK","hard","self",2092.35555555556,0.703125,"motion",NA
7,"RDK_color","easy","other",1181.24137931034,0.966666666666667,"motion","irrelevant"
7,"RDK_color","easy","self",1140.51724137931,0.935483870967742,"motion","irrelevant"
7,"RDK_color","hard","other",1451.1,0.666666666666667,"motion","irrelevant"
7,"RDK_color","hard","self",1543.04,0.862068965517241,"motion","irrelevant"
7,"RDK_motion","easy","other",2693.81818181818,0.846153846153846,"motion","relevant"
7,"RDK_motion","easy","self",2371.27272727273,0.733333333333333,"motion","relevant"
7,"RDK_motion","hard","other",2283.45454545455,0.785714285714286,"motion","relevant"
7,"RDK_motion","hard","self",2429.57142857143,0.538461538461538,"motion","relevant"
7,"match_RDK","easy","other",3197.92857142857,0.636363636363636,"motion",NA
7,"match_RDK","easy","self",3012.95652173913,0.741935483870968,"motion",NA
7,"match_RDK","hard","other",2855,0.681818181818182,"motion",NA
7,"match_RDK","hard","self",3171.61538461538,0.65,"motion",NA
8,"RDK_color","easy","other",2068.69230769231,0.896551724137931,"motion","irrelevant"
8,"RDK_color","easy","self",2139.69230769231,0.896551724137931,"motion","irrelevant"
8,"RDK_color","hard","other",1974.73684210526,0.703703703703704,"motion","irrelevant"
8,"RDK_color","hard","self",2329.52631578947,0.703703703703704,"motion","irrelevant"
8,"RDK_motion","easy","other",1357.51851851852,0.870967741935484,"motion","relevant"
8,"RDK_motion","easy","self",1345.10344827586,0.90625,"motion","relevant"
8,"RDK_motion","hard","other",1993.59090909091,0.785714285714286,"motion","relevant"
8,"RDK_motion","hard","self",1691.72413793103,0.966666666666667,"motion","relevant"
8,"match_RDK","easy","other",2293.78947368421,0.934426229508197,"motion",NA
8,"match_RDK","easy","self",2205.42857142857,0.844827586206897,"motion",NA
8,"match_RDK","hard","other",2230.97916666667,0.888888888888889,"motion",NA
8,"match_RDK","hard","self",2419.04444444444,0.803571428571429,"motion",NA
9,"RDK_color","easy","other",1375.5,0.9375,"motion","irrelevant"
9,"RDK_color","easy","self",1257.75,0.875,"motion","irrelevant"
9,"RDK_color","hard","other",1267.73684210526,0.612903225806452,"motion","irrelevant"
9,"RDK_color","hard","self",1583.08,0.78125,"motion","irrelevant"
9,"RDK_motion","easy","other",2045.52173913043,0.92,"motion","relevant"
9,"RDK_motion","easy","self",1917.45833333333,0.857142857142857,"motion","relevant"
9,"RDK_motion","hard","other",2024.41666666667,1,"motion","relevant"
9,"RDK_motion","hard","self",1928.47368421053,0.904761904761905,"motion","relevant"
9,"match_RDK","easy","other",2582.72916666667,0.888888888888889,"motion",NA
9,"match_RDK","easy","self",2477.09302325581,0.934782608695652,"motion",NA
9,"match_RDK","hard","other",2898.90909090909,0.846153846153846,"motion",NA
9,"match_RDK","hard","self",2514.07317073171,0.82,"motion",NA
10,"RDK_color","easy","other",2182.81818181818,0.846153846153846,"motion","irrelevant"
10,"RDK_color","easy","self",1939.86666666667,0.75,"motion","irrelevant"
10,"RDK_color","hard","other",2133.10526315789,0.76,"motion","irrelevant"
10,"RDK_color","hard","self",2193.25,0.769230769230769,"motion","irrelevant"
10,"RDK_motion","easy","other",1865.84615384615,0.928571428571429,"motion","relevant"
10,"RDK_motion","easy","self",1965.11111111111,0.870967741935484,"motion","relevant"
10,"RDK_motion","hard","other",1901.2380952381,0.724137931034483,"motion","relevant"
10,"RDK_motion","hard","self",1881.375,0.857142857142857,"motion","relevant"
10,"match_RDK","easy","other",2166.34782608696,0.884615384615385,"motion",NA
10,"match_RDK","easy","self",2111.02631578947,0.716981132075472,"motion",NA
10,"match_RDK","hard","other",2216.68571428571,0.686274509803922,"motion",NA
10,"match_RDK","hard","self",2283.46153846154,0.722222222222222,"motion",NA
11,"RDK_color","easy","other",1564.8,0.806451612903226,"motion","irrelevant"
11,"RDK_color","easy","self",1586.36,0.806451612903226,"motion","irrelevant"
11,"RDK_color","hard","other",1463.34782608696,0.741935483870968,"motion","irrelevant"
11,"RDK_color","hard","self",1577.44444444444,0.580645161290323,"motion","irrelevant"
11,"RDK_motion","easy","other",1481.33333333333,0.870967741935484,"motion","relevant"
11,"RDK_motion","easy","self",1411.69230769231,0.866666666666667,"motion","relevant"
11,"RDK_motion","hard","other",1718.83333333333,0.774193548387097,"motion","relevant"
11,"RDK_motion","hard","self",1666.83333333333,0.6,"motion","relevant"
11,"match_RDK","easy","other",2401.62162162162,0.86046511627907,"motion",NA
11,"match_RDK","easy","self",1886.22727272727,0.936170212765957,"motion",NA
11,"match_RDK","hard","other",2511.64,0.641025641025641,"motion",NA
11,"match_RDK","hard","self",2250.86206896552,0.783783783783784,"motion",NA
12,"RDK_color","easy","other",1731.57142857143,0.875,"motion","irrelevant"
12,"RDK_color","easy","self",1703.45833333333,0.8,"motion","irrelevant"
12,"RDK_color","hard","other",2076.4,0.714285714285714,"motion","irrelevant"
12,"RDK_color","hard","self",2028.73684210526,0.59375,"motion","irrelevant"
12,"RDK_motion","easy","other",1821.40740740741,0.931034482758621,"motion","relevant"
12,"RDK_motion","easy","self",2273.42857142857,0.96551724137931,"motion","relevant"
12,"RDK_motion","hard","other",2095.85714285714,0.736842105263158,"motion","relevant"
12,"RDK_motion","hard","self",1931.77777777778,0.9,"motion","relevant"
12,"match_RDK","easy","other",2561.93333333333,0.882352941176471,"motion",NA
12,"match_RDK","easy","self",2441.46341463415,0.953488372093023,"motion",NA
12,"match_RDK","hard","other",2591.31034482759,0.828571428571429,"motion",NA
12,"match_RDK","hard","self",2660.22857142857,0.897435897435897,"motion",NA
13,"RDK_color","easy","other",2298.86666666667,1,"motion","irrelevant"
13,"RDK_color","easy","self",2317.17647058824,1,"motion","irrelevant"
13,"RDK_color","hard","other",1844.6,1,"motion","irrelevant"
13,"RDK_color","hard","self",2837.8,0.769230769230769,"motion","irrelevant"
13,"RDK_motion","easy","other",1788.33333333333,0.888888888888889,"motion","relevant"
13,"RDK_motion","easy","self",1945.64285714286,0.96551724137931,"motion","relevant"
13,"RDK_motion","hard","other",1975.21052631579,0.95,"motion","relevant"
13,"RDK_motion","hard","self",2282.27777777778,0.818181818181818,"motion","relevant"
13,"match_RDK","easy","other",2641.66666666667,0.906976744186046,"motion",NA
13,"match_RDK","easy","self",2444.47916666667,0.941176470588235,"motion",NA
13,"match_RDK","hard","other",2583.875,0.8,"motion",NA
13,"match_RDK","hard","self",2660.23333333333,0.833333333333333,"motion",NA
14,"RDK_color","easy","other",1528.76666666667,0.9375,"motion","irrelevant"
14,"RDK_color","easy","self",1123.07692307692,0.8125,"motion","irrelevant"
14,"RDK_color","hard","other",1534.23529411765,0.53125,"motion","irrelevant"
14,"RDK_color","hard","self",1347.8,0.666666666666667,"motion","irrelevant"
14,"RDK_motion","easy","other",1587.59259259259,0.84375,"motion","relevant"
14,"RDK_motion","easy","self",1655.25925925926,0.84375,"motion","relevant"
14,"RDK_motion","hard","other",1708,0.666666666666667,"motion","relevant"
14,"RDK_motion","hard","self",1843.08333333333,0.888888888888889,"motion","relevant"
14,"match_RDK","easy","other",2179.64102564103,0.795918367346939,"motion",NA
14,"match_RDK","easy","self",2125.53658536585,0.803921568627451,"motion",NA
14,"match_RDK","hard","other",2179.57142857143,0.682926829268293,"motion",NA
14,"match_RDK","hard","self",2476.83783783784,0.770833333333333,"motion",NA
15,"RDK_color","easy","other",1333.5,0.9375,"motion","irrelevant"
15,"RDK_color","easy","self",1116.37931034483,0.935483870967742,"motion","irrelevant"
15,"RDK_color","hard","other",1311.45454545455,0.709677419354839,"motion","irrelevant"
15,"RDK_color","hard","self",1327.86363636364,0.6875,"motion","irrelevant"
15,"RDK_motion","easy","other",2383.4,0.6,"motion","relevant"
15,"RDK_motion","easy","self",1572.78571428571,0.96551724137931,"motion","relevant"
15,"RDK_motion","hard","other",2594.6,0.555555555555556,"motion","relevant"
15,"RDK_motion","hard","self",2011.25,0.96551724137931,"motion","relevant"
15,"match_RDK","easy","other",2533.44444444444,0.705882352941177,"motion",NA
15,"match_RDK","easy","self",2283.64444444444,0.865384615384615,"motion",NA
15,"match_RDK","hard","other",2515.20689655172,0.644444444444444,"motion",NA
15,"match_RDK","hard","self",2576.41860465116,0.877551020408163,"motion",NA
16,"RDK_color","easy","other",1278.92592592593,0.84375,"motion","irrelevant"
16,"RDK_color","easy","self",1061,0.875,"motion","irrelevant"
16,"RDK_color","hard","other",1066.5,0.75,"motion","irrelevant"
16,"RDK_color","hard","self",1360.52631578947,0.59375,"motion","irrelevant"
16,"RDK_motion","easy","other",1374.10526315789,0.612903225806452,"motion","relevant"
16,"RDK_motion","easy","self",1296.13043478261,0.71875,"motion","relevant"
16,"RDK_motion","hard","other",1455.76470588235,0.548387096774194,"motion","relevant"
16,"RDK_motion","hard","self",1551.86956521739,0.71875,"motion","relevant"
16,"match_RDK","easy","other",2110.78048780488,0.694915254237288,"motion",NA
16,"match_RDK","easy","self",2120.55102040816,0.765625,"motion",NA
16,"match_RDK","hard","other",2321.6875,0.524590163934426,"motion",NA
16,"match_RDK","hard","self",2190.71111111111,0.76271186440678,"motion",NA
17,"RDK_color","easy","other",846.8,0.9375,"motion","irrelevant"
17,"RDK_color","easy","self",1008.32,0.78125,"motion","irrelevant"
17,"RDK_color","hard","other",889.166666666667,0.5625,"motion","irrelevant"
17,"RDK_color","hard","self",1091.47368421053,0.59375,"motion","irrelevant"
17,"RDK_motion","easy","other",699.037037037037,0.84375,"motion","relevant"
17,"RDK_motion","easy","self",839.458333333333,0.75,"motion","relevant"
17,"RDK_motion","hard","other",779.947368421053,0.612903225806452,"motion","relevant"
17,"RDK_motion","hard","self",784.380952380952,0.67741935483871,"motion","relevant"
17,"match_RDK","easy","other",1717.11363636364,0.733333333333333,"motion",NA
17,"match_RDK","easy","self",1675.58,0.806451612903226,"motion",NA
17,"match_RDK","hard","other",1912.46666666667,0.737704918032787,"motion",NA
17,"match_RDK","hard","self",1565.22857142857,0.636363636363636,"motion",NA
18,"RDK_color","easy","other",2205.15384615385,0.928571428571429,"motion","irrelevant"
18,"RDK_color","easy","self",1988.21739130435,0.793103448275862,"motion","irrelevant"
18,"RDK_color","hard","other",2076.75,0.714285714285714,"motion","irrelevant"
18,"RDK_color","hard","self",2263.1,0.714285714285714,"motion","irrelevant"
18,"RDK_motion","easy","other",1961.59375,1,"motion","relevant"
18,"RDK_motion","easy","self",1792.85714285714,0.903225806451613,"motion","relevant"
18,"RDK_motion","hard","other",1985.36666666667,0.9375,"motion","relevant"
18,"RDK_motion","hard","self",1958.06896551724,0.90625,"motion","relevant"
18,"match_RDK","easy","other",2338.04347826087,0.851851851851852,"motion",NA
18,"match_RDK","easy","self",2325.78048780488,0.773584905660377,"motion",NA
18,"match_RDK","hard","other",2387.9,0.8,"motion",NA
18,"match_RDK","hard","self",2449.73333333333,0.865384615384615,"motion",NA
19,"RDK_color","easy","other",849.148148148148,0.84375,"motion","irrelevant"
19,"RDK_color","easy","self",950.709677419355,0.96875,"motion","irrelevant"
19,"RDK_color","hard","other",1004.16666666667,0.774193548387097,"motion","irrelevant"
19,"RDK_color","hard","self",867,0.75,"motion","irrelevant"
19,"RDK_motion","easy","other",1300.04347826087,0.71875,"motion","relevant"
19,"RDK_motion","easy","self",1271.73076923077,0.8125,"motion","relevant"
19,"RDK_motion","hard","other",1508.21739130435,0.71875,"motion","relevant"
19,"RDK_motion","hard","self",1525.8,0.78125,"motion","relevant"
19,"match_RDK","easy","other",2156.83333333333,0.67741935483871,"motion",NA
19,"match_RDK","easy","self",2069.38,0.806451612903226,"motion",NA
19,"match_RDK","hard","other",2294.23913043478,0.779661016949153,"motion",NA
19,"match_RDK","hard","self",2294.4347826087,0.766666666666667,"motion",NA
20,"RDK_color","easy","other",1486.30434782609,0.766666666666667,"motion","irrelevant"
20,"RDK_color","easy","self",1702,0.903225806451613,"motion","irrelevant"
20,"RDK_color","hard","other",1841.31818181818,0.733333333333333,"motion","irrelevant"
20,"RDK_color","hard","self",1501.7,0.714285714285714,"motion","irrelevant"
20,"RDK_motion","easy","other",2324.73913043478,0.92,"motion","relevant"
20,"RDK_motion","easy","self",2484.04,0.961538461538462,"motion","relevant"
20,"RDK_motion","hard","other",2380.75,0.888888888888889,"motion","relevant"
20,"RDK_motion","hard","self",2377.57894736842,0.791666666666667,"motion","relevant"
20,"match_RDK","easy","other",2617.94285714286,0.897435897435897,"motion",NA
20,"match_RDK","easy","self",2926.33333333333,0.846153846153846,"motion",NA
20,"match_RDK","hard","other",2782,0.903225806451613,"motion",NA
20,"match_RDK","hard","self",2746.11538461538,0.866666666666667,"motion",NA
21,"RDK_color","easy","other",1108.14814814815,0.84375,"motion","irrelevant"
21,"RDK_color","easy","self",1039.30769230769,0.8125,"motion","irrelevant"
21,"RDK_color","hard","other",1243.75,0.625,"motion","irrelevant"
21,"RDK_color","hard","self",1402.73913043478,0.71875,"motion","irrelevant"
21,"RDK_motion","easy","other",1453.53846153846,0.838709677419355,"motion","relevant"
21,"RDK_motion","easy","self",1165.78947368421,0.612903225806452,"motion","relevant"
21,"RDK_motion","hard","other",1704.85185185185,0.84375,"motion","relevant"
21,"RDK_motion","hard","self",1558.4,0.78125,"motion","relevant"
21,"match_RDK","easy","other",2307.29411764706,0.755555555555556,"motion",NA
21,"match_RDK","easy","self",2300.48571428571,0.74468085106383,"motion",NA
21,"match_RDK","hard","other",2347.28947368421,0.808510638297872,"motion",NA
21,"match_RDK","hard","self",2452.55,0.465116279069767,"motion",NA
22,"RDK_color","easy","other",651.8,0.78125,"motion","irrelevant"
22,"RDK_color","easy","self",678.851851851852,0.84375,"motion","irrelevant"
22,"RDK_color","hard","other",698.478260869565,0.71875,"motion","irrelevant"
22,"RDK_color","hard","self",708.36,0.78125,"motion","irrelevant"
22,"RDK_motion","easy","other",1474.66666666667,0.6,"motion","relevant"
22,"RDK_motion","easy","self",1320.72727272727,0.709677419354839,"motion","relevant"
22,"RDK_motion","hard","other",1367,0.53125,"motion","relevant"
22,"RDK_motion","hard","self",1399.22222222222,0.6,"motion","relevant"
22,"match_RDK","easy","other",2174.91891891892,0.60655737704918,"motion",NA
22,"match_RDK","easy","self",2320.40476190476,0.711864406779661,"motion",NA
22,"match_RDK","hard","other",2201.84848484848,0.540983606557377,"motion",NA
22,"match_RDK","hard","self",2241.775,0.655737704918033,"motion",NA
23,"RDK_color","easy","other",935.967741935484,0.96875,"motion","irrelevant"
23,"RDK_color","easy","self",890.464285714286,0.875,"motion","irrelevant"
23,"RDK_color","hard","other",1197.71428571429,0.65625,"motion","irrelevant"
23,"RDK_color","hard","self",1188.85,0.625,"motion","irrelevant"
23,"RDK_motion","easy","other",1312.35714285714,0.903225806451613,"motion","relevant"
23,"RDK_motion","easy","self",1843.19230769231,0.8125,"motion","relevant"
23,"RDK_motion","hard","other",1563.52173913043,0.71875,"motion","relevant"
23,"RDK_motion","hard","self",2107.66666666667,0.75,"motion","relevant"
23,"match_RDK","easy","other",1953.36363636364,0.873015873015873,"motion",NA
23,"match_RDK","easy","self",2479.38888888889,0.6,"motion",NA
23,"match_RDK","hard","other",2077.17647058824,0.80952380952381,"motion",NA
23,"match_RDK","hard","self",2645.68571428571,0.583333333333333,"motion",NA
24,"RDK_color","easy","other",1002.84615384615,0.8125,"motion","irrelevant"
24,"RDK_color","easy","self",798.758620689655,0.966666666666667,"motion","irrelevant"
24,"RDK_color","hard","other",1021.7619047619,0.65625,"motion","irrelevant"
24,"RDK_color","hard","self",1296.90476190476,0.67741935483871,"motion","irrelevant"
24,"RDK_motion","easy","other",1470.76666666667,0.9375,"motion","relevant"
24,"RDK_motion","easy","self",1640.52631578947,0.730769230769231,"motion","relevant"
24,"RDK_motion","hard","other",1708.89285714286,0.875,"motion","relevant"
24,"RDK_motion","hard","self",1575.33333333333,0.923076923076923,"motion","relevant"
24,"match_RDK","easy","other",2420.7380952381,0.893617021276596,"motion",NA
24,"match_RDK","easy","self",2538.47222222222,0.837209302325581,"motion",NA
24,"match_RDK","hard","other",2410.90322580645,0.815789473684211,"motion",NA
24,"match_RDK","hard","self",2724.84615384615,0.866666666666667,"motion",NA
25,"RDK_color","easy","other",1259.72,0.892857142857143,"motion","irrelevant"
25,"RDK_color","easy","self",1163.03846153846,0.928571428571429,"motion","irrelevant"
25,"RDK_color","hard","other",1368.61904761905,0.75,"motion","irrelevant"
25,"RDK_color","hard","self",1392.81818181818,0.785714285714286,"motion","irrelevant"
25,"RDK_motion","easy","other",825.535714285714,1,"motion","relevant"
25,"RDK_motion","easy","self",831.407407407407,0.964285714285714,"motion","relevant"
25,"RDK_motion","hard","other",1108.35714285714,1,"motion","relevant"
25,"RDK_motion","hard","self",1133.18181818182,0.785714285714286,"motion","relevant"
25,"match_RDK","easy","other",1722.02083333333,0.941176470588235,"motion",NA
25,"match_RDK","easy","self",1832.67924528302,0.946428571428571,"motion",NA
25,"match_RDK","hard","other",2283.125,0.833333333333333,"motion",NA
25,"match_RDK","hard","self",2349.86363636364,0.916666666666667,"motion",NA
26,"RDK_color","easy","other",1547.15384615385,0.928571428571429,"motion","irrelevant"
26,"RDK_color","easy","self",1611.4,0.892857142857143,"motion","irrelevant"
26,"RDK_color","hard","other",1817.84210526316,0.678571428571429,"motion","irrelevant"
26,"RDK_color","hard","self",1721.19047619048,0.75,"motion","irrelevant"
26,"RDK_motion","easy","other",1526.52,0.892857142857143,"motion","relevant"
26,"RDK_motion","easy","self",1887.08333333333,0.888888888888889,"motion","relevant"
26,"RDK_motion","hard","other",1896.16,0.892857142857143,"motion","relevant"
26,"RDK_motion","hard","self",1762.21428571429,0.608695652173913,"motion","relevant"
26,"match_RDK","easy","other",2143.63829787234,0.87037037037037,"motion",NA
26,"match_RDK","easy","self",2567.78048780488,0.719298245614035,"motion",NA
26,"match_RDK","hard","other",2302.47368421053,0.703703703703704,"motion",NA
26,"match_RDK","hard","self",2414.68421052632,0.690909090909091,"motion",NA
27,"RDK_color","easy","other",881.785714285714,0.875,"motion","irrelevant"
27,"RDK_color","easy","self",942.583333333333,0.75,"motion","irrelevant"
27,"RDK_color","hard","other",1017.17647058824,0.53125,"motion","irrelevant"
27,"RDK_color","hard","self",928.117647058824,0.53125,"motion","irrelevant"
27,"RDK_motion","easy","other",751.3,0.740740740740741,"motion","relevant"
27,"RDK_motion","easy","self",609.142857142857,0.5,"motion","relevant"
27,"RDK_motion","hard","other",774,0.571428571428571,"motion","relevant"
27,"RDK_motion","hard","self",1143.25,0.714285714285714,"motion","relevant"
27,"match_RDK","easy","other",1881.89655172414,0.644444444444444,"motion",NA
27,"match_RDK","easy","self",1863.61764705882,0.693877551020408,"motion",NA
27,"match_RDK","hard","other",2083.18181818182,0.511627906976744,"motion",NA
27,"match_RDK","hard","self",2224.42307692308,0.577777777777778,"motion",NA
28,"RDK_color","easy","other",1138.70833333333,0.888888888888889,"motion","irrelevant"
28,"RDK_color","easy","self",1162.18518518519,0.964285714285714,"motion","irrelevant"
28,"RDK_color","hard","other",1232.33333333333,0.642857142857143,"motion","irrelevant"
28,"RDK_color","hard","self",1256.30769230769,0.565217391304348,"motion","irrelevant"
28,"RDK_motion","easy","other",1235.27272727273,0.709677419354839,"motion","relevant"
28,"RDK_motion","easy","self",1394.03571428571,0.875,"motion","relevant"
28,"RDK_motion","hard","other",1301.63157894737,0.703703703703704,"motion","relevant"
28,"RDK_motion","hard","self",1891.77777777778,0.666666666666667,"motion","relevant"
28,"match_RDK","easy","other",2815.58620689655,0.828571428571429,"motion",NA
28,"match_RDK","easy","self",2832.08571428571,0.972222222222222,"motion",NA
28,"match_RDK","hard","other",2850.33333333333,0.545454545454545,"motion",NA
28,"match_RDK","hard","self",2985.57692307692,0.866666666666667,"motion",NA
29,"RDK_color","easy","other",1220.03571428571,0.875,"motion","irrelevant"
29,"RDK_color","easy","self",1189.3,0.9375,"motion","irrelevant"
29,"RDK_color","hard","other",1236.74074074074,0.84375,"motion","irrelevant"
29,"RDK_color","hard","self",1335.39130434783,0.71875,"motion","irrelevant"
29,"RDK_motion","easy","other",1188.33333333333,0.84375,"motion","relevant"
29,"RDK_motion","easy","self",1294.62962962963,0.84375,"motion","relevant"
29,"RDK_motion","hard","other",1258,0.65625,"motion","relevant"
29,"RDK_motion","hard","self",1678.65517241379,0.90625,"motion","relevant"
29,"match_RDK","easy","other",2011.35294117647,0.836065573770492,"motion",NA
29,"match_RDK","easy","self",2125.66037735849,0.841269841269841,"motion",NA
29,"match_RDK","hard","other",1974.97777777778,0.76271186440678,"motion",NA
29,"match_RDK","hard","self",2294.46808510638,0.839285714285714,"motion",NA
30,"RDK_color","easy","other",1254.19230769231,0.838709677419355,"motion","irrelevant"
30,"RDK_color","easy","self",1284,0.967741935483871,"motion","irrelevant"
30,"RDK_color","hard","other",1383.22727272727,0.733333333333333,"motion","irrelevant"
30,"RDK_color","hard","self",1333.375,0.592592592592593,"motion","irrelevant"
30,"RDK_motion","easy","other",2114.1875,0.727272727272727,"motion","relevant"
30,"RDK_motion","easy","self",1930.07407407407,0.931034482758621,"motion","relevant"
30,"RDK_motion","hard","other",1754.1875,0.64,"motion","relevant"
30,"RDK_motion","hard","self",2078.84615384615,0.928571428571429,"motion","relevant"
30,"match_RDK","easy","other",2674.4,0.8,"motion",NA
30,"match_RDK","easy","self",2777.74074074074,0.931034482758621,"motion",NA
30,"match_RDK","hard","other",3366.5,0.470588235294118,"motion",NA
30,"match_RDK","hard","self",2930,0.8,"motion",NA
